NAME,LATITUDE,LONGITUDE
OWASSO 88TH ST NORTH SUBSTATION,36.2820684,-95.8656019
HARTBURG SUBSTATION,30.2660657,-93.7385174
WARWICK SUBSTATION,35.7105387,-97.0167134
ELK CITY SUBSTATION,35.388391,-99.3984923
SAPULPA ROAD SUBSTATION,36.0547673,-96.0703309
WEKIWA SUBSTATION,36.1600131,-96.2238219
MINCO SUBSTATION,35.3006856,-98.0268937
TUCO INTERCHANGE,33.8693215,-101.8423909
ANTELOPE STATION SWITCHYARD,33.865477,-101.8426087
PLANT X SUBSTATION,34.1649971,-102.4098163
DEAF SMITH INTERCHANGE,34.8207776,-102.3608448
VALLIANT SUBSTATION,33.9874957,-95.0510082
VALLEY SWITCHING STATION (345 KV),33.6274825,-96.3703693
KIOWA SWITCHING STATION,33.6324551,-96.3576621
VALLEY SWITCHING STATION (138 KV),33.6289026,-96.3681271
CHOUTEAU SUBSTATION,36.2228747,-95.253208
CHOUTEAU #2 SUBSTATION,36.2206736,-95.2749142
CHOUTEAU #1 SUBSTATION,36.2206724,-95.2771623
CLEVELAND (GRDA) SUBSTATION,36.3618493,-96.4737399
CLEVELAND (AECI) SUBSTATION,36.3603321,-96.4727689
TALEQUAH SUBSTATION,35.8935635,-94.94607
KERR SUBSTATION,36.227948,-95.1818856
SALINA CREEK SUBSTATION,36.268865,-95.1011578
FAYETTEVILLE SOUTH SUBSTATION,36.0492425,-94.1875016
CARLEY ROAD SUBSTATION,36.1379856,-94.1672544
TRAMWAY SUBSTATION,35.1529577,-106.4977732
MCCLAIN SUBSTATION,35.2993235,-97.5899464
GENERAL MOTORS SUBSTATION,35.3980645,-97.3950761
WILD MARY SUBSTATION,35.3815179,-97.4399237
BARNES SUBSTATION,35.4200549,-97.3524862
ZEN SUB,35.6380863,-105.9225613
FISHER ROAD SUBSTATION,33.8865,-98.429437
BOWMAN SUBSTATION,33.8106029,-98.6007704
GRAHAM SUBSTATION,33.1384335,-98.6095495
JACKSBORO SUBSTATION,33.2771937,-98.1068014
TINKER #3 SUBSTATION,35.4248351,-97.4228157
SUNNYLANE SUBSTATION,35.4295324,-97.4407688
HENDERSON SUBSTATION,33.1028102,-97.9527681
PARKER SUBSTATION,32.8062507,-97.6763062
WILLOW CREEK SUBSTATION,33.0562261,-97.9102951
EAGLE MOUNTAIN SUBSTATION (138KV),32.9068797,-97.4784739
EAGLE MOUNTAIN SUBSTATION,32.9082358,-97.477052
AZLE SUBSTATION,32.8578296,-97.5120473
ALLIANCE SUBSTATION,32.9566976,-97.3060041
ROANOKE SUBSTATION,32.9918953,-97.2615896
BRAZOS ELECTRIC SUBSTATION,33.0486304,-97.2065908
HIGHLANDS SUBSTATION,33.0721699,-97.0352463
JONES STREET SUBSTATION,33.0641789,-97.0040362
WEST DENTON SUBSTATION,33.1757667,-97.2191792
ANNA SUBSTATION,33.3179799,-96.6392552
FARMERSVILLE SUBSTATION,33.1907104,-96.3379389
VALLEY SOUTH SUBSTATION,33.6139453,-96.3733198
PARIS SUBSTATION,33.6390776,-95.58098
BRIDGES SUBSTATION,33.1232187,-96.8597684
HEBRON SUBSTATION,33.0482825,-96.9039765
CARROLLTON FRANKFORD ROAD SUBSTATION,32.9986477,-96.9304889
ROMAN JUAREZ SUBSTATION,33.1583491,-96.8414203
WEST PLANO SUBSTATION,33.0126726,-96.7774426
MULBERRY CREEK SUBSTATION,32.5241279,-99.8225133
LONG CREEK SUBSTATION,32.6292159,-99.5413528
HACKBERRY WIND SUBSTATION,32.7684258,-99.422825
COOK FIELD ROAD SUBSTATION,32.7499732,-99.3280527
WESTMOORE SUBSTATION,35.3452862,-97.546963
TONKAWA SUBSTATION,32.5309432,-100.6840952
RADIUM SUBSTATION,32.8268178,-99.9935163
CHAMPION WIND FARM SUBSTATION,32.3987353,-100.648023
PYRON WIND FARM SUBSTATION,32.5796911,-100.6925107
INADALE WIND FARM SUBSTATION,32.4977825,-100.5967304
ROSCOE WIND FARM SUBSTATION,32.4699675,-100.6660414
SWEETWATER EAST SUBSTATION,32.4638931,-100.2169054
MORGAN CREEK SUBSTATION,32.3342555,-100.9159213
SCURRY COUNTY SOUTH SUBSTATION,32.5982897,-100.8616068
SAN ANGELO RED CREEK SUBSTATION,31.5288625,-100.3211088
CALLAHAN DIVIDE WIND SUBSTATION,32.3005452,-99.9740716
COMANCHE SWITCHING STATION,31.8690238,-98.5532256
WOLF HOLLOW SUBSTATION,32.3354372,-97.732226
MONTICELLO SUBSTATION,33.0915981,-95.0420417
EVERMAN SUBSTATION,32.6402054,-97.251517
PENN SUBSTATION,35.385135,-97.5489565
SWEETWATER WIND 1 SUBSTATION,32.4379359,-100.3511365
LORAINE SUBSTATION,32.3785053,-100.7271688
BITTER CREEK SUBSTATION,32.4378234,-100.3521874
SWEETWATER WIND 3 SUBSTATION,32.3379484,-100.4199355
SWEETWATER WIND 4 SUBSTATION,32.2858733,-100.49521
LORAINE WIND FARM SUBSTATION,32.4451045,-100.7459571
SWEETWATER WIND 5 SUBSTATION,32.2420631,-100.4876464
HARMONY HILLS SUBSTATION,29.5540094,-98.5060042
ROYSE SUBSTATION,32.9691051,-96.3506924
ALLEN SWITCHING STATION,33.0601449,-96.7002131
SULPHUR SPRINGS SWITCHING STATION,33.0857835,-95.6164077
AUSTIN ROAD SUBSTATION,29.503893,-98.4080401
FRATT SUBSTATION,29.5485314,-98.3431154
TWIN BUTTES SUBSTATION,31.5137991,-100.598022
DIVIDE SUBSTATION,31.8695145,-100.7771803
GASCONADES CREEK SUBSTATION,31.9393262,-100.8301843
GOAT WIND SUBSTATION,31.9407824,-100.8270485
PANTHER CREEK WIND 1 SUBSTATION,32.1004401,-101.4508578
QUAIL SUBSTATION,31.8400001,-102.3162744
ELBOW CREEK WIND FARM,32.1240343,-101.3960896
LONGSHORE SUBSTATION,32.1003032,-101.4523363
MOSS SUBSTATION,31.8132702,-102.4955444
ECTOR HILLMONT SUBSTATION,31.9235447,-102.4332997
ADOBE MEADOWS SUBSTATION,32.0625481,-102.0731607
GARDENDALE SUBSTATION,32.0361479,-102.2516676
BEN DAVIS SUBSTATION,32.9577703,-96.6120936
MCCREE SUBSTATION,32.8724676,-96.6636433
MARTIN LAKE SUBSTATION,32.2569859,-94.5746502
SHAMBURGER SUBSTATION,32.4198635,-95.2535577
SEAGOVILLE SWITCHING STATION,32.6734295,-96.5462804
SEAGOVILLE SUBSTATION,32.6738598,-96.5489329
TYLER SUBSTATION,32.2798012,-95.3464743
NORTH CLEBURNE SUBSTATION,32.3886774,-97.3894337
TENASKA GATEWAY STATION,32.0178186,-94.6212325
CROCKETT SUBSTATION,31.3642895,-95.3954506
TXU CEDAR HILL SUBSTATION,32.6149658,-96.9245143
IRVING BELT LINE SUBSTATION,32.7848002,-96.9938061
VALLEY ROAD SUBSTATION,29.2386919,-98.4296006
LUFKIN SWITCHING STATION,31.3701571,-94.7685841
TRADINGHOUSE SUBSTATION,31.5747307,-96.9641921
BIG BROWN STATION,31.8195171,-96.057448
RICHLAND CHAMBERS SUBSTATION,31.8902584,-96.1134069
FOREST GROVE SUBSTATION,32.2347109,-95.9493665
TENASKA FRONTIER STATION,30.5938538,-95.9191085
PIRKEY SUBSTATION,32.4635163,-94.4785934
TEMPLE PECAN CREEK SUBSTATION,31.1296392,-97.2610646
TEMPLE SWITCHING STATION,31.0790242,-97.3078048
BOSQUE SWITCHING STATION,31.857833,-97.3593024
WHITNEY SWITCHING STATION,31.8606188,-97.36537
ROGERS HILL SUBSTATION,31.7461102,-97.1773046
LAKE WHITNEY SUBSTATION,31.8596211,-97.3672401
OAK GROVE SUBSTATION,31.1835553,-96.4843714
BEAR GRASS SUBSTATION,31.3769847,-96.2062868
NUCOR SUBSTATION,31.3524386,-96.1633532
WEST MOORE SUBSTATION,35.3265229,-97.548479
SANDOW STATION,30.5774061,-97.0768939
ROGERS SUBSTATION,30.9192465,-97.2012877
CEDAR HILL SUBSTATION,30.3139798,-97.3794245
TNP ONE SUBSTATION,31.0912725,-96.6935559
LOST PINES STATION,30.1477503,-97.2727885
GARFIELD SUBSTATION,30.1426409,-97.5453484
BLUEBONNET SUBSTATION,30.1219676,-97.4343224
BASTROP WEST SUBSTATION,30.1017275,-97.3351778
TAHITIAN VILLAGE SUBSTATION,30.0912374,-97.3059088
BASTROP ENERGY SWITCHYARD,30.1454735,-97.5485197
WINCHESTER SUBSTATION,30.0444296,-96.9865289
BUSHLAND INTERCHANGE,35.147888,-102.0985369
GREEN MOUNTAIN SUBSTATION,29.6204259,-98.3328713
HOLLYWOOD PARK SUBSTATION,29.594882,-98.4715865
LYTTON SPRINGS SUBSTATION,30.0053687,-97.6743116
MENDOZA SUBSTATION,30.0035263,-97.6676064
MCCARTY LANE SUBSTATION,29.8264826,-97.9647471
KILLEEN SUBSTATION,31.0391753,-97.7229446
SALADO SWITCHING STATION,30.972126,-97.5111194
SALADO SUBSTATION,30.9712382,-97.5130359
BELL COUNTY SWITCHING STATION,31.0100367,-97.393538
HUTTO SWITCHING STATION,30.551167,-97.561343
KENDALL CTEC SUBSTATION,29.9862665,-98.8847756
RIVER OAKS SUBSTATION,29.7777915,-98.1058495
HORSE HOLLOW 2 SUBSTATION,32.2695579,-100.1769787
HORSE HOLLOW 3 SUBSTATION,32.2654289,-100.2844162
RIO NOGALES SWITCHYARD,29.5931056,-97.9749309
SUNSHINE NORTH SUBSTATION,35.2755064,-97.6582865
BOERNE CICO SUBSTATION,29.7711649,-98.7760782
SARA ROAD SUBSTATION,35.3765472,-97.7106975
MARION SUBSTATION,29.6208306,-98.1487571
GUADALUPE GENERATING STATION,29.6231695,-98.1410551
HAMILTON SUBSTATION,35.1595369,-106.5287005
LOLITA SUBSTATION,28.8531665,-96.5574016
NEWGULF SUBSTATION,29.2301883,-95.9194481
KARSTEN SUBSTATION,29.4907076,-95.4300592
CIBOLO SUBSTATION,29.5782233,-98.2073018
DAYTON SUBSTATION,35.4428313,-97.6491855
WOODLAWN SUBSTATION,35.5167346,-97.6548352
COUNCIL SUBSTATION,35.4688041,-97.6537814
MERIDIAN SUBSTATION,35.4792818,-97.5984854
WEST OAKS SUBSTATION,35.4793283,-97.63273
MORGAN ROAD SUBSTATION,35.4713933,-97.6961956
MCARTHUR SUBSTATION,35.4274748,-97.6194639
WILL ROGERS SUBSTATION,35.3985179,-97.6267784
CZECH MALL SUBSTATION,35.4720322,-97.7418918
XEROX SUBSTATION,35.4715336,-97.7204703
HOBBY LOBBY SUBSTATION,35.4346952,-97.6302504
DOW SUBSTATION,28.9861831,-95.3581615
CAVERN SUBSTATION,29.0324081,-95.3390571
BIPORT SUBSTATION,28.986081,-95.3385261
SW 64TH SUBSTATION,35.4028037,-97.5747633
BLESSING SUBSTATION,28.8865088,-96.1907981
MAGNOLIA SUBSTATION,29.4883046,-95.1339785
NORTH ALVIN SUBSTATION,29.4590169,-95.2575484
SAN MIGUEL SWITCHYARD,28.7040056,-98.4743069
O. W. SOMMERS SWITCHYARD,29.3102638,-98.3236095
WALZEM ROAD SUBSTATION,29.5096409,-98.3692673
BECK ROAD SUBSTATION,29.381971,-98.3184823
IRVING GRANT STREET SUBSTATION,32.8171824,-96.9453474
PAWNEE SUBSTATION,28.7398637,-98.0239273
CYPRESS CREEK SUBSTATION,29.9591933,-98.913327
COLETO CREEK SUBSTATION,28.7168943,-97.2128424
LON HILL SUBSTATION,27.8438525,-97.6155988
FOUR CORNERS SUBSTATION,28.8716126,-97.1644699
CALALLEN SUBSTATION,27.8492286,-97.6462318
SE 15TH SUBSTATION,35.4489955,-97.3497851
MIDWAY SUBSTATION,35.479278,-97.2460573
GOHLKE SUBSTATION,28.7464532,-96.7331978
WHITEPOINT SUBSTATION,27.9357678,-97.3608916
RENO SUBSTATION,35.4624292,-97.4405622
DUNJEE SUBSTATION,35.5068323,-97.3219115
MCKENZIE SUBSTATION,27.8057282,-97.5714881
NELSON SHARPE SUBSTATION,27.560471,-97.6688342
OXY PETRO SUBSTATION,27.8132859,-97.5872988
NE 30TH SUBSTATION,35.5008852,-97.4468138
LOBO SUBSTATION,27.5789332,-99.2756424
AJO SWITCHING STATION,27.0919628,-97.7743888
ZORILLO SUBSTATION,27.0034459,-97.5834731
GULF WIND SUBSTATION,27.0024803,-97.5842034
PENASCAL SUBSTATION,27.1032675,-97.5287565
F. YTURRIA SUBSTATION,26.6409829,-97.7656009
LA PALMA 138 KV SUBSTATION,26.1435974,-97.6425883
NORTH EDINBURG SUBSTATION,26.344107,-98.1892155
LA PALMA 345 KV SUBSTATION,26.1465822,-97.6427407
MOORE COUNTY SUBSTATION,35.9667759,-101.8630795
VALERO MCKEE SUBSTATION,35.9610614,-101.8795402
DUMAS 19TH STREET SUBSTATION,35.8419225,-101.9605767
HARRINGTON SWITCHYARD,35.2964471,-101.7472585
CHERRY STREET SUBSTATION,35.2947779,-101.8394371
NICHOLS SWITCHYARD,35.2834978,-101.7452844
SWISHER,34.3990115,-101.7953576
ARROWHEAD SUBSTATION,35.105527,-101.8134737
RANDALL COUNTY INTERCHANGE,35.1484801,-101.7757785
LIGHTING CREEK SUBSTATION,35.4449122,-97.5117241
GLENDALE SUBSTATION,35.4491045,-97.3854974
SW 5TH SUBSTATION,35.4597237,-97.5669034
TROSPER SUBSTATION,35.4410958,-97.4603166
NEW DOMINION SUBSTATION,35.4286355,-97.4629952
JENSEN ROAD SUBSTATION,35.4928605,-97.9631945
EL RENO SOUTHWEST SUBSTATION,35.4859992,-97.9909732
STONEWALL SUBSTATION,35.5045793,-97.4915258
GLENHAVEN SUBSTATION,31.8903668,-102.3084336
SEVEN RIVERS SUBSTATION,32.5807504,-104.4135869
PUCKET SUBSTATION,35.1775508,-101.9359896
SW 22ND SUBSTATION,35.4429006,-97.5486552
KENTUCKY SUBSTATION,35.4117271,-97.5439478
COULTER SUBSTATION,35.1610376,-101.9194246
SONCY SUBSTATION,35.1877947,-101.9211249
SUNSET SUBSTATION,35.2066124,-101.940306
ODESSA SUBSTATION,31.8483726,-102.3540793
ECTOR HARPER SUBSTATION,31.798425,-102.5281543
MIDLAND WEST SUBSTATION,31.9964332,-102.1247842
LOMAS SUB,35.0903704,-106.6472211
HUTCHINSON COUNTY INTERCHANGE,35.6316654,-101.4399063
WILDORADO WIND SUBSTATION,35.2820157,-102.3163302
CASINO SUB,33.2989075,-105.6588706
WTP,35.1409993,-106.6134841
COLLIN SUBSTATION,36.3650542,-95.8286308
SKIATOOK CITY SUBSTATION,36.3610447,-96.0129963
PLAINS INTERCONNECTION,33.1679672,-102.8021976
LEA COUNTY PLAINS SUBSTATION,33.2263604,-102.8009429
SAMSON SUBSTATION,33.3658796,-104.4610937
SAN JUAN TAP,33.9907203,-103.8583864
SAN JUAN SUBSTATION,33.9612565,-103.8295703
CUNNINGHAM SUBSTATION,32.7132468,-103.3530284
CARLSBAD SUB,32.445269,-104.200344
WOLFFORTH INTERCHANGE,33.4915119,-102.0556732
KIOWA 2 SUB,32.5059026,-103.9655326
HOBBS SUBSTATION,32.7318048,-103.3116927
CARLISLE INTERCHANGE,33.5911348,-101.9669157
ALLEN SUBSTATION,33.5272691,-101.8794663
OLIVER SUBSTATION,33.4983952,-101.8888029
FRANKFORD SUBSTATION,33.4983831,-101.9402255
MCDONALD SUBSTATION,33.5857557,-101.9579507
JONES STATION,33.5225592,-101.7389603
LUBBOCK SOUTH INTERCHANGE,33.5116755,-101.8262887
LUBBOCK EAST INTERCHANGE,33.5712191,-101.7914901
GRASSLAND INTERCHANGE,33.1799745,-101.6850188
HOLLY SUBSTATION,33.5208378,-101.7924163
GRAPEVINE INTERCHANGE,35.4019438,-100.8909778
WHEELER SUBSTATION,35.372848,-100.243781
AMARILLO SOUTH INTERCHANGE,35.0996971,-101.8639121
EAST PLANT SUBSTATION,35.2144763,-101.804028
WHITAKER SUBSTATION,35.2504321,-101.7592266
LITTLE RIVER SUBSTATION,30.9859368,-97.3666199
JOHNSON SUBSTATION,35.4077656,-94.3708091
NAMELESS SUBSTATION,30.5281307,-97.9283779
BRACKENRIDGE SUBSTATION,30.272714,-97.7329235
DOLET HILLS SUBSTATION,32.0350518,-93.5692375
TAOS SUBSTATION,36.3948933,-105.633559
HOBBS NORTH SUBSTATION,32.7259787,-103.1487343
PEDERNALES SUBSTATION,30.2500391,-97.7210784
COAL SUB,35.078061,-106.6300915
ESCARPMENT SUBSTATION,30.1799834,-97.8946149
HAMILTON WOLFE ROAD SUBSTATION,29.5152762,-98.5882158
SHERIFF'S POSSE SUBSTATION,29.6646837,-98.1625883
VERNON MAIN STREET SUBSTATION,34.1634783,-99.2853884
ADAMSVILLE SUBSTATION,31.2297741,-98.1593374
COTTONWOOD CREEK SUBSTATION,35.8553933,-97.4352976
SEWARD JUNCTION SUBSTATION,30.6345196,-97.8509279
CARLSBAD SUBSTATION,31.5675402,-100.5735286
SAN ANGELO COLLEGE HILLS SUBSTATION,31.4328352,-100.4953109
SAN ANGELO SOUTHLAND HILLS SUBSTATION,31.4032449,-100.4918288
SAN ANGELO POWER STATION,31.3951436,-100.4929125
BEN FICKLIN SUBSTATION,31.4023602,-100.4383111
SAN ANGELO SOUTH SUBSTATION,31.4232949,-100.4572749
SAN ANGELO HIGHLAND STREET SUBSTATION,31.4510705,-100.4259624
SAN ANGELO CONCHO SUBSTATION,31.4500741,-100.4270938
YELLOWJACKET SUBSTATION,30.931646,-99.7847923
MASON SUBSTATION,30.7381167,-99.2344489
FORT MASON SUBSTATION,30.7377341,-99.2317666
HEXT SUBSTATION,30.872309,-99.5382182
MASON SWITCHING STATION,30.8205699,-99.3800323
GILLESPIE SUBSTATION,30.3054343,-98.9040696
HORSESHOE BAY SUBSTATION,30.5328,-98.3925162
NIMITZ SUBSTATION,30.3068044,-98.8658928
FERGUSON SUBSTATION,30.5555486,-98.371282
WIRTZ SUBSTATION,30.5596814,-98.3374716
SANDY CREEK SUBSTATION,30.5691536,-98.4775241
MONCLOVA,26.8730946,-101.4253869
SUBESTACIÓN HÉRCULES POTENCIA,28.0480158,-103.831777
IRON SUB,35.0801262,-106.654005
SAN PEDRO SUB,35.1027061,-106.577116
HONEY SUBSTATION,30.3984693,-94.4459466
NORTH PADRE ISLAND SUBSTATION,27.6000678,-97.2214825
NAVAL BASE SUBSTATION,27.6790317,-97.2721486
MUSTANG ISLAND SUBSTATION,27.72533,-97.1421692
DEXTER SUBSTATION,33.1984742,-104.3745319
DUPONT SWITCHING STATION,27.9002356,-97.2468201
TAFT SUBSTATION,27.969762,-97.3985783
RINCON SUBSTATION,27.9868046,-97.3297132
HOBBS SOUTH SUBSTATION,32.6823952,-103.1430758
ENGLE SUBSTATION,29.674534,-97.0131056
FLATONIA SUBSTATION,29.6780571,-97.1058498
ROSENBERG SUBSTATION,29.5600156,-95.8087561
ROBERTS SUBSTATION,32.2997273,-99.7594079
NATIONAL ENRICHMENT FACILITY SUBSTATION,32.431493,-103.0814827
EUNICE SUBSTATION,32.4429583,-103.1934705
LA VERNIA SUBSTATION,29.3239357,-98.0543154
CAPOTE SUBSTATION,29.5683694,-97.8782545
SEGUIN SUBSTATION,29.5943554,-97.9564296
MCQUEENEY SUBSTATION,29.5885477,-98.0495854
YORK CREEK SUBSTATION,29.7375025,-97.950055
TERRELL HILLS SUBSTATION,29.4866463,-98.4467787
TEAGUE SUBSTATION,32.3231215,-103.1757861
JEFFERSON SWITCHING STATION,32.7730103,-94.3920933
OZARK SUBSTATION,35.4693295,-93.817543
PERIMETER SUBSTATION,34.3660793,-103.3176239
HELBERG SUBSTATION,35.496535,-93.8466561
PUDDIN RIDGE SUBSTATION,35.5061369,-93.8673434
BRANCH SUBSTATION,35.3069257,-93.9111695
SHORT MOUNTAIN SUBSTATION,35.2886183,-93.7366059
RAZORBACK SUBSTATION,35.3353183,-93.561317
IGO SUBSTATION,35.430272,-93.5749687
SUBIACO SUBSTATION,35.3084192,-93.6467617
CO-OP SUBSTATION,33.5671969,-101.8281669
MURPHY SUBSTATION,33.533881,-101.9653455
ARNO SUB,35.0873499,-106.6423386
LITTLE SPADRA CREEK SUBSTATION,35.4776565,-93.510941
WHELESS LANE SUBSTATION,30.3130498,-97.6850192
RODD FIELD SUBSTATION,27.659191,-97.3825023
WOOLDRIDGE SUBSTATION,27.6817601,-97.352423
CABANISS SUBSTATION,27.7204189,-97.4377315
RANDOLPH SUB,35.0532858,-106.6247101
MAGNOLIA ANDERSON SUBSTATION,30.436085,-96.0020349
BENTWATER SUBSTATION,30.4265001,-95.6467534
GOSLING SUBSTATION,30.1836135,-95.4912464
ROMAN NOSE,35.8419668,-98.3299439
KEITH SUBSTATION,30.6491145,-96.1014988
SEAHOLM SUBSTATION,30.2668613,-97.7513792
MARSHALL FORD UPPER SWITCHYARD,30.3892021,-97.9090549
ANGUS VALLEY SUBSTATION,30.4004696,-97.7776692
RIVERPLACE SUBSTATION,30.3986885,-97.842263
NORTH BELT SUBSTATION,29.9406688,-95.3697248
HIDDEN VALLEY SUBSTATION,30.3840822,-97.9002435
COMMONS FORD SUBSTATION,30.3152578,-97.8547583
PALEFACE SUBSTATION,30.4267635,-98.1088773
LAKEWAY SUBSTATION,30.3586728,-97.9787637
BARTON SUBSTATION,30.2661168,-97.8195002
SALEM WALK SUBSTATION,30.2158094,-97.7900294
SAN MATEO SUB,35.191263,-106.5860174
PATTON LANE SUBSTATION,30.2382882,-97.8704915
CEDAR VALLEY SUBSTATION,30.2270027,-97.952461
KEYSTONE DAM SUBSTATION,36.1511204,-96.2495361
SILVER CITY,36.0763163,-96.4966707
SILVER CITY 138,36.0765345,-96.4954925
BERGSTROM SUBSTATION,30.2190626,-97.6725994
GULLEY ROAD SUBSTATION,36.1100821,-94.0907853
FARMINGTON DIST. SUBSTATION,36.0295148,-94.2814272
FARMINGTON SUBSTATION,36.0517688,-94.2791407
ABILENE POWER PLANT SUBSTATION,32.4499455,-99.721328
YUKON SUBSTATION,35.5148379,-97.7421101
WYOLA SUBSTATION,35.8604185,-94.0581816
WESLEY POST OFFICE,36.0280745,-93.9237185
EAST ROGERS SUBSTATION,36.3481106,-94.0900851
SONTERRA SUBSTATION,30.8022868,-97.6076207
JARRELL SUBSTATION,30.7964603,-97.5618473
JARRELL EAST SUBSTATION,30.7962115,-97.6106267
WALLISVILLE SUBSTATION,29.7874628,-95.2912554
DSM SUBSTATION,29.0103362,-95.3697071
VELASCO SUBSTATION,28.9802272,-95.3626545
APRIL SUBSTATION,30.3690799,-95.6146985
WALDEN SUBSTATION,30.3955416,-95.6204699
RUDY SUBSTATION,35.5259314,-94.2519135
HIGHWAY 59 SUBSTATION,35.4714657,-94.3595146
WOLF LANE SUBSTATION,30.1394607,-97.5614008
PILOT KNOB SUBSTATION,30.1624913,-97.6816345
COLTON SUBSTATION,30.1390534,-97.6789233
WEST SUBSTATION,31.7948522,-97.0965523
HOBART JUNCTION,35.0319262,-99.0594561
SOUTH BRADY SUBSTATION,31.11808,-99.3294438
DUTTON SUBSTATION,31.1456513,-99.3230488
WIPP SUBSTATION,32.3726442,-103.790703
RYE HILL SUBSTATION,35.2828498,-94.4295252
HACKETT SUBSTATION,35.2095325,-94.3724537
BONANZA SUBSTATION,35.2382245,-94.3942225
USAA #2 SUBSTATION,29.5304969,-98.5713421
USAA #1 SUBSTATION,29.5332783,-98.5762882
BUCKEYE SUBSTATION,29.4936826,-98.5245916
SOUTH ADA SUBSTATION,34.7518986,-96.6517333
ADA INDUSTRIAL SUBSTATION,34.7879844,-96.6760869
AHLOSO SUBSTATION,34.7193805,-96.6191245
AUSTIN DAM SUBSTATION,30.2932723,-97.7843888
BEE CREEK SUBSTATION,30.2938593,-97.7895171
OIL CENTER SUBSTATION,34.8685387,-96.8344187
VANOSS SUBSTATION,34.7817793,-96.9059438
KINGSBERY SUBSTATION,30.2652069,-97.6871771
CARSON CREEK SUBSTATION,30.2031872,-97.6871108
LATTA SUBSTATION,34.7377903,-96.7392618
BYING SUBSTATION,34.868121,-96.6669646
SEMINOLE PUMP SUBSTATION,34.9358492,-96.6887533
FRANCIS SUBSTATION,34.865381,-96.6130158
MONTE VISTA SUBSTATION,34.7931635,-96.6357577
STRATFORD SUBSTATION,36.3284695,-102.0706922
EL RENO SUBSTATION,35.5322923,-97.9454672
GLENWOOD SUBSTATION,36.4122058,-97.9432074
VALLEY VIEW SUBSTATION,34.7877207,-96.6509999
DEWALT SUBSTATION,29.6045156,-95.5636964
BERTRAM SUBSTATION,30.7548787,-98.0537672
FLORESVILLE SUBSTATION,29.1411803,-98.1542362
LAKE PAULINE SUBSTATION,34.2523255,-99.684751
CAMP GARY SUBSTATION,29.8812361,-97.8664068
REEDVILLE SUBSTATION,29.8753914,-97.8513552
BEBACK SUBSTATION,29.7971016,-97.9556043
COYOTE SUBSTATION,31.8134055,-106.178402
DUNLAVY SUBSTATION,29.7526414,-95.4018582
STILLWATER SUBSTATION,35.8194393,-94.6478487
BROKEN ARROW NORTH SUBSTATION,36.0680586,-95.7832426
BROKEN ARROW 71ST SUBSTATION,36.0614062,-95.7109
EAST 41ST SUBSTATION,36.10499,-95.7891154
VEGA SUBSTATION,30.2422534,-97.8682554
FAIR OAKS RANCH SUBSTATION,29.7327954,-98.6123836
GEORGETOWN EAST SUBSTATION,30.6237221,-97.6449126
SPRINGER,36.3976927,-104.5966443
BUFFALO GAP 2 SUBSTATION,32.3282351,-100.207593
SOUTH TRENT WIND FARM SUBSTATION,32.4330637,-100.193456
BUFFALO GAP 1 & 3 SUBSTATION,32.2993921,-100.1152427
SIGNAL MOUNTAIN WIND SUBSTATION,32.2072453,-101.3880204
ANGLETON SUBSTATION,29.2267711,-95.4288395
MAGNESIUM PLANT SUBSTATION,30.3733286,-97.7226041
BROKWN ARROW 81ST SUBSTATION,36.0470263,-95.8068846
KENOSHA SUBSTATION,36.1551713,-95.9815051
SOUTHSIDE SUBSTATION,27.7318662,-97.3834711
WEIL TRACT SUBSTATION,27.7967665,-97.4854688
BAMMEL SUBSTATION,29.9826601,-95.5025969
AMD SUBSTATION,29.4494757,-98.6400584
TEXAS CRYPTOLOGIC CENTER SUBSTATION,29.4479975,-98.638713
EDITH CLARKE SUBSTATION,33.9442723,-99.7740592
FIXICO SUBSTATION,35.24579,-96.6723979
BATESVILLE SUBSTATION,28.8628827,-99.608041
EUREKA SPRINGS SUBSTATION,36.4107044,-93.7434074
BERRYVILLE SUBSTATION,36.3774723,-93.5718341
OSAGE CREEK SUBSTATION,36.3912405,-93.6374781
LUFKIN PERSHING STREET SUBSTATION,31.3274922,-94.7355603
CENTRAL HEIGHTS SUBSTATION,31.7209874,-94.6377111
HICKORY SUBSTATION,33.2151632,-97.1618208
STECK SUBSTATION,30.3672645,-97.7415848
BLODGETT SUBSTATION,29.720959,-95.364524
SAMALAYUCA SUR,31.3100113,-106.4933603
HOSPITAL,36.1142169,-97.0775615
O'CONNER SUBSTATION,28.5196165,-97.0432402
WALNUT CREEK SUBSTATION,30.2740554,-97.6531032
CIBOLO CREEK SUBSTATION,29.6648613,-98.3852304
BASTROP SUBSTATION,30.1302704,-97.3210771
TA-06 WTA SUBSTATION,35.8674595,-106.3366052
TA-05 ETA SUBSTATION,35.8585608,-106.2804141
HELBIG SUBSTATION,30.1561749,-94.157344
GIDDINGS SUBSTATION,30.1841033,-96.9510858
ARTESIA INTERCHANGE,32.853734,-104.4048527
DECKER SWITCHYARD,30.3049807,-97.6141505
SOUTHWEST RESEARCH INSTITUTE SUBSTATION,29.4370499,-98.6126939
LAWSON ROAD SUBSTATION,32.7077359,-96.5630589
MESQUITE STATION,32.7600963,-96.5755071
TA-53 SUBSTATION,35.8699171,-106.268002
KENNETH FORD SUBSTATION,33.9493575,-93.9380335
NASHVILLE SUBSTATION,33.9587882,-93.8553816
